TANGGAL,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR,G(t),Tp,ηref,A,P,Energi/hari,SSavg,Gavg,Tavg,Eavg,Etotal
2025-07-19,20.2,31.2,24.8,72,0,8,4,150,2,SE,666.6666667,44.8,0.18416,50,4910.933333,39.28746667,,,,,
2025-07-20,21.2,32.8,26,76,0,8,5,90,3,E,666.6666667,46,0.1832,50,4885.333333,39.08266667,,,,,
2025-07-21,24.7,32.1,27.3,75,0,8,5,80,2,SE,666.6666667,47.3,0.18216,50,4857.6,38.8608,,,,,
2025-07-22,22.3,31.5,26.9,75,0,8,5,170,2,SE,666.6666667,46.9,0.18248,50,4866.133333,38.92906667,,,,,
2025-07-23,24.3,32.4,27.6,72,0,7.4,5,90,2,E,616.6666667,46.1,0.18312,50,4516.96,33.425504,,,,,
2025-07-24,25.2,32.6,27.6,77,0,8,4,290,2,E,666.6666667,47.6,0.18192,50,4851.2,38.8096,,,,,
2025-07-25,24.2,32.5,27.2,77,0,8,3,280,2,SE,666.6666667,47.2,0.18224,50,4859.733333,38.87786667,,,,,
2025-07-26,24.6,32.5,27.7,75,0,8,5,80,3,SE,666.6666667,47.7,0.18184,50,4849.066667,38.79253333,,,,,
2025-07-27,24.7,32.3,27.5,75,0,8,6,90,3,SE,666.6666667,47.5,0.182,50,4853.333333,38.82666667,,,,,
2025-07-28,25.1,30.6,26.8,74,0,8,6,150,5,S,666.6666667,46.8,0.18256,50,4868.266667,38.94613333,,,,,
2025-07-29,24.8,30.3,26.3,69,0,8,6,150,3,S,666.6666667,46.3,0.18296,50,4878.933333,39.03146667,,,,,
2025-07-30,24,30.3,26.4,67,0,8,7,180,4,S,666.6666667,46.4,0.18288,50,4876.8,39.0144,,,,,
2025-07-31,24.7,30.5,26.5,70,0,8,4,160,2,SE,666.6666667,46.5,0.1828,50,4874.666667,38.99733333,,,,,
2025-08-01,23.6,32.5,28,71,0.8,2.8,5,120,4,E,233.3333333,35,0.192,50,1792,5.0176,8,648,26.7,37.39,1159.2
2025-08-02,25.8,33.6,28.5,72,0,8,8,90,5,E,666.6666667,48.5,0.1812,50,4832,38.656,,,,,
2025-08-03,25.7,31.5,27.6,70,0,8,8,170,4,E,666.6666667,47.6,0.18192,50,4851.2,38.8096,,,,,
2025-08-04,23.9,31.6,26.6,68,0,8,5,120,3,SE,666.6666667,46.6,0.18272,50,4872.533333,38.98026667,,,,,
2025-08-05,22.2,31,25.5,69,0,8,4,130,2,SE,666.6666667,45.5,0.1836,50,4896,39.168,,,,,
2025-08-06,21.3,31.5,25.3,74,0,8,4,110,3,SE,666.6666667,45.3,0.18376,50,4900.266667,39.20213333,,,,,
2025-08-07,22,31.7,27,69,0,7.5,7,90,3,SE,625,45.75,0.1834,50,4585,34.3875,,,,,
2025-08-08,21.2,32.2,26.9,72,0,8,4,80,2,SE,666.6666667,46.9,0.18248,50,4866.133333,38.92906667,,,,,
2025-08-09,24.2,32.5,27.6,71,0,8,7,90,4,E,666.6666667,47.6,0.18192,50,4851.2,38.8096,,,,,
2025-08-10,25.1,33.3,28.1,66,0,8,5,100,3,E,666.6666667,48.1,0.18152,50,4840.533333,38.72426667,,,,,
2025-08-11,24.1,31.6,27.1,71,0,8,7,130,4,E,666.6666667,47.1,0.18232,50,4861.866667,38.89493333,,,,,
2025-08-12,23.2,30.6,26.4,68,0,8,6,110,3,SE,666.6666667,46.4,0.18288,50,4876.8,39.0144,,,,,
2025-08-13,20.5,31.6,24.9,68,0,8,7,130,4,SE,666.6666667,44.9,0.18408,50,4908.8,39.2704,,,,,
2025-08-14,22.3,31.5,27.1,64,0,8,5,100,4,SE,666.6666667,47.1,0.18232,50,4861.866667,38.89493333,,,,,
2025-08-15,25.4,32.3,27.7,65,0,8,7,90,4,E,666.6666667,47.7,0.18184,50,4849.066667,38.79253333,,,,,
2025-08-16,24.9,32.3,27.3,65,0,8,8,100,5,E,666.6666667,47.3,0.18216,50,4857.6,38.8608,,,,,
2025-08-17,25.3,32.9,27.9,62,0,8,8,90,5,E,666.6666667,47.9,0.18168,50,4844.8,38.7584,,,,,
2025-08-18,25.4,33.5,28.1,61,0,8,7,80,4,E,666.6666667,48.1,0.18152,50,4840.533333,38.72426667,,,,,
2025-08-19,24.8,32.7,27.8,63,0,8,8,90,4,E,666.6666667,47.8,0.18176,50,4846.933333,38.77546667,,,,,
2025-08-20,24.5,31.4,26.9,67,0,8,7,80,4,E,666.6666667,46.9,0.18248,50,4866.133333,38.92906667,,,,,
2025-08-21,24.3,32,27.2,60,0,8,6,90,3,E,666.6666667,47.2,0.18224,50,4859.733333,38.87786667,,,,,
2025-08-22,22.3,31.8,26.8,68,0,8,6,80,3,E,666.6666667,46.8,0.18256,50,4868.266667,38.94613333,,,,,
2025-08-23,23.8,32.7,27.7,64,0,8,5,100,2,C,666.6666667,47.7,0.18184,50,4849.066667,38.79253333,,,,,
2025-08-24,23.2,32.7,26.8,74,0,8,4,100,2,S,666.6666667,46.8,0.18256,50,4868.266667,38.94613333,,,,,
2025-08-25,22.6,31.8,26.7,77,0,8,6,160,2,SE,666.6666667,46.7,0.18264,50,4870.4,38.9632,,,,,
2025-08-26,22,31.2,25.8,76,0,8,8,170,2,S,666.6666667,45.8,0.18336,50,4889.6,39.1168,,,,,
2025-08-27,21.8,31.5,25.5,75,0,8,5,160,2,S,666.6666667,45.5,0.1836,50,4896,39.168,,,,,
2025-08-28,20.9,31,25.3,71,0,8,6,220,2,S,666.6666667,45.3,0.18376,50,4900.266667,39.20213333,,,,,
2025-08-29,20.9,31.8,26.1,71,0,6.9,4,200,2,S,575,43.35,0.18532,50,4262.36,29.410284,,,,,
2025-08-30,20.6,30.3,25,80,0,8,4,330,1,C,666.6666667,45,0.184,50,4906.666667,39.25333333,,,,,
2025-08-31,22.2,33.5,27.1,71,0,8,6,70,4,E,666.6666667,47.1,0.18232,50,4861.866667,38.89493333,,,,,
2025-09-01,26.2,33.2,28.8,69,0,8,8,100,5,E,666.6666667,48.8,0.18096,50,4825.6,38.6048,7.96,664,28.2,38.38,1151.5
2025-09-02,25.6,33.8,28.6,63,0,8,8,80,5,E,666.6666667,48.6,0.18112,50,4829.866667,38.63893333,,,,,
2025-09-03,24.3,31.8,27.2,69,0,8,6,120,3,SE,666.6666667,47.2,0.18224,50,4859.733333,38.87786667,,,,,
2025-09-04,23.1,31.6,26.8,70,0,8,5,160,2,SE,666.6666667,46.8,0.18256,50,4868.266667,38.94613333,,,,,
2025-09-05,20.2,32.1,25.4,75,0,8,4,80,2,SE,666.6666667,45.4,0.18368,50,4898.133333,39.18506667,,,,,
2025-09-06,20.8,31.5,25.8,72,0,8,5,170,2,SE,666.6666667,45.8,0.18336,50,4889.6,39.1168,,,,,
2025-09-07,21.7,31.4,26.4,77,0,8,7,160,4,S,666.6666667,46.4,0.18288,50,4876.8,39.0144,,,,,
2025-09-08,25.7,32,27.1,79,8888,8,6,150,4,SE,666.6666667,47.1,0.18232,50,4861.866667,38.89493333,,,,,
2025-09-09,25.8,32.8,28.4,77,0.4,8,7,90,4,SE,666.6666667,48.4,0.18128,50,4834.133333,38.67306667,,,,,
2025-09-10,26,35.3,29.5,69,0,8,5,170,3,SE,666.6666667,49.5,0.1804,50,4810.666667,38.48533333,,,,,
2025-09-11,25.9,33.2,28.3,75,0,6.9,5,170,2,C,575,45.55,0.18356,50,4221.88,29.130972,,,,,
2025-09-12,23.5,33.6,28,76,0,8,5,90,3,SE,666.6666667,48,0.1816,50,4842.666667,38.74133333,,,,,
2025-09-13,25.4,33.8,29.6,63,0,8,8,80,5,E,666.6666667,49.6,0.18032,50,4808.533333,38.46826667,,,,,
2025-09-14,26.1,34.2,28.9,63,0,8,8,120,5,E,666.6666667,48.9,0.18088,50,4823.466667,38.58773333,,,,,
2025-09-15,25.3,32.7,28.3,68,0,8,7,130,3,SE,666.6666667,48.3,0.18136,50,4836.266667,38.69013333,,,,,
2025-09-16,24.7,32.7,27.9,70,0,8,5,150,3,SE,666.6666667,47.9,0.18168,50,4844.8,38.7584,,,,,
2025-09-17,23.4,32.9,27.6,70,0,8,4,120,2,SE,666.6666667,47.6,0.18192,50,4851.2,38.8096,,,,,
2025-09-18,22.9,33.2,27.5,72,0,8,5,110,3,SE,666.6666667,47.5,0.182,50,4853.333333,38.82666667,,,,,
2025-09-19,25.2,33.3,28.6,68,0,8,7,100,3,SE,666.6666667,48.6,0.18112,50,4829.866667,38.63893333,,,,,
2025-09-20,25.5,33.3,28.6,68,0,8,4,130,2,SE,666.6666667,48.6,0.18112,50,4829.866667,38.63893333,,,,,
2025-09-21,22.2,31,27.1,76,0,8,3,310,2,W,666.6666667,47.1,0.18232,50,4861.866667,38.89493333,,,,,
2025-09-22,23.1,30.9,27.2,81,0,8,4,290,2,W,666.6666667,47.2,0.18224,50,4859.733333,38.87786667,,,,,
2025-09-23,23.8,35,28.8,74,0,8,6,120,4,E,666.6666667,48.8,0.18096,50,4825.6,38.6048,,,,,
2025-09-24,26.6,35,29.7,62,0,8,7,70,4,E,666.6666667,49.7,0.18024,50,4806.4,38.4512,,,,,
2025-09-25,25.5,34.3,29.4,65,0,8,5,80,3,SE,666.6666667,49.4,0.18048,50,4812.8,38.5024,,,,,
2025-09-26,26.5,33.4,29.4,71,0,8,6,180,4,SE,666.6666667,49.4,0.18048,50,4812.8,38.5024,,,,,
2025-09-27,26.4,35,29.9,66,0,8,6,120,3,E,666.6666667,49.9,0.18008,50,4802.133333,38.41706667,,,,,
2025-09-28,26.1,34.8,29.4,70,0,8,4,70,3,E,666.6666667,49.4,0.18048,50,4812.8,38.5024,,,,,
2025-09-29,26.5,35,30.2,69,0,8,5,90,3,SE,666.6666667,50.2,0.17984,50,4795.733333,38.36586667,,,,,
2025-09-30,26,31.9,28.6,73,0,8,3,300,2,SE,666.6666667,48.6,0.18112,50,4829.866667,38.63893333,,,,,
2025-10-01,23.4,31.3,27.4,78,0,8,4,310,1,C,666.6666667,47.4,0.18208,50,4855.466667,38.84373333,7.76,647,29.6,36.99,1146.7
2025-10-02,22.4,32,27,78,0,8,3,300,2,SE,666.6666667,47,0.1824,50,4864,38.912,,,,,
2025-10-03,23.6,33.8,28,78,0,8,5,100,2,E,666.6666667,48,0.1816,50,4842.666667,38.74133333,,,,,
2025-10-04,23.5,34.4,29.1,76,0,8,6,160,2,SE,666.6666667,49.1,0.18072,50,4819.2,38.5536,,,,,
2025-10-05,24.4,32.3,28.6,75,0,8,5,300,2,C,666.6666667,48.6,0.18112,50,4829.866667,38.63893333,,,,,
2025-10-06,24,32,27.9,78,0,8,3,270,2,SE,666.6666667,47.9,0.18168,50,4844.8,38.7584,,,,,
2025-10-07,23.2,31.3,27.6,77,0,8,5,200,2,S,666.6666667,47.6,0.18192,50,4851.2,38.8096,,,,,
2025-10-08,23.2,32,28.1,75,0,8,4,230,2,W,666.6666667,48.1,0.18152,50,4840.533333,38.72426667,,,,,
2025-10-09,23.6,31.2,27.5,76,0,8,4,280,2,C,666.6666667,47.5,0.182,50,4853.333333,38.82666667,,,,,
2025-10-10,24.5,32.7,28.5,73,0,8,4,300,2,SE,666.6666667,48.5,0.1812,50,4832,38.656,,,,,
2025-10-11,26.7,35.5,30.5,67,0,8,5,90,2,SE,666.6666667,50.5,0.1796,50,4789.333333,38.31466667,,,,,
2025-10-12,26.8,35.6,31,67,0,8,6,80,3,SE,666.6666667,51,0.1792,50,4778.666667,38.22933333,,,,,
2025-10-13,27.8,36.6,31.1,69,0,8,6,80,2,SE,666.6666667,51.1,0.17912,50,4776.533333,38.21226667,,,,,
2025-10-14,26.4,35.4,30.4,69,0,8,4,130,2,SE,666.6666667,50.4,0.17968,50,4791.466667,38.33173333,,,,,
2025-10-15,25.7,35.4,30.6,67,0,8,4,110,2,SE,666.6666667,50.6,0.17952,50,4787.2,38.2976,,,,,
2025-10-16,28,36,31.3,66,0,8,7,150,5,E,666.6666667,51.3,0.17896,50,4772.266667,38.17813333,,,,,
2025-10-17,27.9,36.2,31.7,62,0,8,5,110,3,SE,666.6666667,51.7,0.17864,50,4763.733333,38.10986667,,,,,
2025-10-18,27.7,32.8,29.7,74,0,8,6,80,3,E,666.6666667,49.7,0.18024,50,4806.4,38.4512,,,,,
2025-10-19,25,35,30.7,68,9.8,8,4,90,2,E,666.6666667,50.7,0.17944,50,4785.066667,38.28053333,,,,,
2025-10-20,27.6,35.8,30.9,69,0,8,5,90,3,E,666.6666667,50.9,0.17928,50,4780.8,38.2464,,,,,
2025-10-21,26.9,35.3,30.8,64,0,8,6,80,3,E,666.6666667,50.8,0.17936,50,4782.933333,38.26346667,,,,,
2025-10-22,27,35.7,31.2,60,0,8,6,100,2,E,666.6666667,51.2,0.17904,50,4774.4,38.1952,,,,,
2025-10-23,25.2,35.8,29.8,69,0,1.7,7,170,2,SE,141.6666667,34.05,0.19276,50,1092.306667,1.856921333,,,,,
2025-10-24,24.6,34.4,29.5,68,0,8,5,90,2,SE,666.6666667,49.5,0.1804,50,4810.666667,38.48533333,,,,,
2025-10-25,25.4,34,29.8,66,0,8,4,160,2,SE,666.6666667,49.8,0.18016,50,4804.266667,38.43413333,,,,,
2025-10-26,24.3,33.5,29.9,68,0,8,4,280,2,S,666.6666667,49.9,0.18008,50,4802.133333,38.41706667,,,,,
2025-10-27,25.2,34.2,29.3,71,0,8,3,280,2,SE,666.6666667,49.3,0.18056,50,4814.933333,38.51946667,,,,,
2025-10-28,24,32.6,29.2,72,1.4,8,4,310,2,S,666.6666667,49.2,0.18064,50,4817.066667,38.53653333,,,,,
2025-10-29,23.1,33.4,29.8,68,0,8,3,206,2,S,666.6666667,49.8,0.18016,50,4804.266667,38.43413333,,,,,
2025-10-30,25.2,34.6,29.1,74,0,8,3,90,2,S,666.6666667,49.1,0.18072,50,4819.2,38.5536,,,,,
2025-10-31,25,33.5,30.2,71,0,6.9,4,306,1,E,575,47.45,0.18204,50,4186.92,28.889748,,,,,
2025-11-01,26.6,34.2,30.2,72,0,8,3,190,1,C,666.6666667,50.2,0.17984,50,4795.733333,38.36586667,6.73,561,29.1,30.27,908.1
2025-11-02,26.1,34.5,30.5,71,0,6,6,320,2,C,500,45.5,0.1836,50,3672,22.032,,,,,
2025-11-03,24.1,35,30.6,68,0,8,5,171,2,S,666.6666667,50.6,0.17952,50,4787.2,38.2976,,,,,
2025-11-04,25.3,33.5,30.1,69,0,8,5,200,2,S,666.6666667,50.1,0.17992,50,4797.866667,38.38293333,,,,,
2025-11-05,25.8,34.7,31,65,0,8,4,180,2,S,666.6666667,51,0.1792,50,4778.666667,38.22933333,,,,,
2025-11-06,26.5,33.2,27.6,79,0,8,7,270,2,C,666.6666667,47.6,0.18192,50,4851.2,38.8096,,,,,
2025-11-07,24.6,32.6,29.7,78,15.6,1.8,6,200,2,S,150,34.2,0.19264,50,1155.84,2.080512,,,,,
2025-11-08,26.5,32.3,29.4,79,18.8,5.4,4,170,2,S,450,42.9,0.18568,50,3342.24,18.048096,,,,,
2025-11-09,25.9,34.4,28.5,80,3.2,8,4,150,2,S,666.6666667,48.5,0.1812,50,4832,38.656,,,,,
2025-11-10,25.5,31.7,28,83,2,8,3,110,1,C,666.6666667,48,0.1816,50,4842.666667,38.74133333,,,,,
2025-11-11,25.7,34.5,28.7,75,14.4,8,4,90,2,SE,666.6666667,48.7,0.18104,50,4827.733333,38.62186667,,,,,
2025-11-12,26,32.4,28.7,82,0,8,6,40,2,SE,666.6666667,48.7,0.18104,50,4827.733333,38.62186667,,,,,
2025-11-13,23.9,32.1,27.5,83,18.8,3.2,3,288,1,S,266.6666667,35.5,0.1916,50,2043.733333,6.539946667,,,,,
2025-11-14,25.3,32.2,28.2,83,9.6,8,3,270,2,W,666.6666667,48.2,0.18144,50,4838.4,38.7072,,,,,
2025-11-15,24.7,29.6,27.2,83,33.8,1.1,5,230,2,NW,91.66666667,29.95,0.19604,50,718.8133333,0.7906946667,,,,,
2025-11-16,25,32.4,28.4,78,8,3.5,7,200,2,SW,291.6666667,37.15,0.19028,50,2219.933333,7.769766667,,,,,
2025-11-17,24.6,32,29.7,72,0,8,6,270,3,SW,666.6666667,49.7,0.18024,50,4806.4,38.4512,,,,,
2025-11-18,25.3,30.2,27.4,87,37.6,8,5,241,2,SW,666.6666667,47.4,0.18208,50,4855.466667,38.84373333,,,,,
2025-11-19,25.5,33.4,27.9,80,0.2,8,4,53,1,S,666.6666667,47.9,0.18168,50,4844.8,38.7584,,,,,
2025-11-20,25.4,32.2,29.5,77,3,8,5,276,1,S,666.6666667,49.5,0.1804,50,4810.666667,38.48533333,,,,,
2025-11-21,25.6,32.9,29.7,75,0.4,2.1,4,200,2,C,175,34.95,0.19204,50,1344.28,2.822988,,,,,
2025-11-22,25,32.9,29.3,77,0,8,4,280,2,S,666.6666667,49.3,0.18056,50,4814.933333,38.51946667,,,,,
2025-11-23,25.5,32.5,29.8,75,0,6.8,4,265,2,W,566.6666667,46.8,0.18256,50,4138.026667,28.13858133,,,,,
2025-11-24,25.9,34.2,29.9,75,0,8,5,229,2,SW,666.6666667,49.9,0.18008,50,4802.133333,38.41706667,,,,,
2025-11-25,26.6,32.2,29.8,78,0,8,5,255,3,W,666.6666667,49.8,0.18016,50,4804.266667,38.43413333,,,,,
2025-11-26,27.8,32.2,30.2,77,0,8,4,270,2,W,666.6666667,50.2,0.17984,50,4795.733333,38.36586667,,,,,
2025-11-27,26.4,32.4,29.8,78,0,8,4,290,2,SE,666.6666667,49.8,0.18016,50,4804.266667,38.43413333,,,,,
2025-11-28,26,31.9,29.7,77,0,8,3,165,2,S,666.6666667,49.7,0.18024,50,4806.4,38.4512,,,,,
2025-11-29,25.7,31.4,28.1,84,8888,8,3,170,1,S,666.6666667,48.1,0.18152,50,4840.533333,38.72426667,,,,,
2025-11-30,25.8,30.4,28.1,83,17.6,4.1,4,200,2,C,341.6666667,38.35,0.18932,50,2587.373333,10.60823067,,,,,
2025-12-01,25.7,30.8,28.8,80,2,8,5,180,2,S,666.6666667,48.8,0.18096,50,4825.6,38.6048,6.72,560,28.8,30.04,931.3
2025-12-02,26.3,33.2,30.2,75,1.6,2.1,7,170,2,S,175,35.45,0.19164,50,1341.48,2.817108,,,,,
2025-12-03,26.1,31.5,28.8,78,0,8,4,90,2,W,666.6666667,48.8,0.18096,50,4825.6,38.6048,,,,,
2025-12-04,25,33.8,29.9,73,8888,8,3,290,2,SE,666.6666667,49.9,0.18008,50,4802.133333,38.41706667,,,,,
2025-12-05,24.8,33.6,29.8,73,0,8,5,170,2,S,666.6666667,49.8,0.18016,50,4804.266667,38.43413333,,,,,
2025-12-06,25.7,33.7,30.4,71,0,8,4,220,2,S,666.6666667,50.4,0.17968,50,4791.466667,38.33173333,,,,,
2025-12-07,24.6,32.7,29.7,75,0,8,6,220,2,S,666.6666667,49.7,0.18024,50,4806.4,38.4512,,,,,
2025-12-08,26.6,33.7,30.6,71,0,4.8,5,220,2,S,400,42.6,0.18592,50,2974.72,14.278656,,,,,
2025-12-09,26.4,34.6,28,82,0,8,5,290,2,W,666.6666667,48,0.1816,50,4842.666667,38.74133333,,,,,
2025-12-10,24.4,30,26.2,91,113.6,4,2,150,1,S,333.3333333,36.2,0.19104,50,2547.2,10.1888,,,,,
2025-12-11,25.6,31.7,28.4,84,18.6,8,3,280,2,S,666.6666667,48.4,0.18128,50,4834.133333,38.67306667,,,,,
2025-12-12,26,32.4,29.8,76,0,8,6,270,2,S,666.6666667,49.8,0.18016,50,4804.266667,38.43413333,,,,,
2025-12-13,26.3,30.4,27.4,87,0.4,7.8,3,220,1,S,650,46.9,0.18248,50,4744.48,37.006944,,,,,
2025-12-14,25.7,30.8,27,88,18.8,5.2,4,163,2,W,433.3333333,40,0.188,50,3258.666667,16.94506667,,,,,
2025-12-15,25,31.6,29,81,11,0.9,3,110,2,SE,75,31.25,0.195,50,585,0.5265,,,,,
2025-12-16,25.3,31.3,28.9,80,2.6,8,3,300,1,SE,666.6666667,48.9,0.18088,50,4823.466667,38.58773333,,,,,
2025-12-17,25,30.8,27.6,86,31.6,8,5,230,2,S,666.6666667,47.6,0.18192,50,4851.2,38.8096,,,,,
2025-12-18,25.2,29.9,26.5,87,5.6,5,3,80,1,SE,416.6666667,39,0.1888,50,3146.666667,15.73333333,,,,,
2025-12-19,25,32.6,29.1,79,20.6,8,4,300,2,W,666.6666667,49.1,0.18072,50,4819.2,38.5536,,,,,
2025-12-20,25.5,32.4,29.2,78,0.2,8,4,280,2,W,666.6666667,49.2,0.18064,50,4817.066667,38.53653333,,,,,
2025-12-21,26.4,31.4,28.2,83,4.8,8,4,223,2,SW,666.6666667,48.2,0.18144,50,4838.4,38.7072,,,,,
2025-12-22,25.2,32.5,27.1,83,9999,3.3,4,240,2,W,275,35.35,0.19172,50,2108.92,6.959436,,,,,
2025-12-23,25.1,32.2,29.1,79,3,8,5,280,3,W,666.6666667,49.1,0.18072,50,4819.2,38.5536,,,,,
2025-12-24,27.3,31.9,28.9,76,5.2,8,5,300,3,W,666.6666667,48.9,0.18088,50,4823.466667,38.58773333,,,,,
2025-12-25,26.7,32,29.9,75,5.2,8,4,260,3,W,666.6666667,49.9,0.18008,50,4802.133333,38.41706667,,,,,
2025-12-26,27.2,33.1,29.8,75,2,8,5,290,2,W,666.6666667,49.8,0.18016,50,4804.266667,38.43413333,,,,,
2025-12-27,26.2,32.4,28.9,80,5.8,7.8,5,310,3,W,650,48.4,0.18128,50,4713.28,36.763584,,,,,
2025-12-28,25.2,32,29.4,78,8.8,8,5,330,2,NW,666.6666667,49.4,0.18048,50,4812.8,38.5024,,,,,
2025-12-29,26.7,31.7,27.9,85,6.2,2.2,5,290,2,NW,183.3333333,33.4,0.19328,50,1417.386667,3.118250667,,,,,
2025-12-30,25.9,32.4,29.5,77,28.8,8,5,250,3,W,666.6666667,49.5,0.1804,50,4810.666667,38.48533333,,,,,
2025-12-31,27.7,32.6,29.9,71,0,5.1,5,240,3,SW,425,42.65,0.18588,50,3159.96,16.115796,,,,,
